reactant_1,reactant_2,product,Yield
CCOC(=O)CC(=O)[C@@H]1CCN(C(=O)OC)[C@@H](Cc2cc(F)cc(C(F)(F)F)c2)C1,NO,COC(=O)N1CC[C@@H](c2cc(=O)[nH]o2)C[C@@H]1Cc1cc(F)cc(C(F)(F)F)c1,95.0
Brc1ccc2c(c1)OCCO2,CC1(C)OB(c2cnc(Cl)c(NS(=O)(=O)c3ccc(F)cc3)c2)OC1(C)C,O=S(=O)(Nc1cc(-c2ccc3c(c2)OCCO3)cnc1Cl)c1ccc(F)cc1,81.0
Fc1cccc(Br)n1,NCC1CCOCC1,Brc1cccc(NCC2CCOCC2)n1,81.4
NCC1CCCCC1,N[C@H]1CC[C@H](Nc2cc(-c3cccc(F)n3)ccn2)CC1,N[C@H]1CC[C@H](Nc2cc(-c3cccc(NCC4CCCCC4)n3)ccn2)CC1,57.3
CS(=O)(=O)Cl,OC[C@H]1CC[C@H](Nc2cc(-c3cccc(NCc4cccc(F)c4)n3)c(Cl)cn2)CC1,CS(=O)(=O)OC[C@H]1CC[C@H](Nc2cc(-c3cccc(NCc4cccc(F)c4)n3)c(Cl)cn2)CC1,92.0
ClCc1ccco1,O=[N+]([O-])c1cccc(O)c1,O=[N+]([O-])c1cccc(OCc2ccco2)c1,91.0
CC(C)(C)OC(=O)CC1CCn2c1c(I)c1cc(OCc3ccc(C4CCCC4)c(C(F)(F)F)c3)ccc12,[Zn+]C1CCC1,CC(C)(C)OC(=O)CC1CCn2c1c(C1CCC1)c1cc(OCc3ccc(C4CCCC4)c(C(F)(F)F)c3)ccc12,39.1
CCOC(=O)CP(=O)(OCC)OCC,COc1ccc2c(cc3n2CCC3=O)c1C,CCOC(=O)C=C1CCn2c1cc1c(C)c(OC)ccc12,54.5
CCOC(=O)CC1CCCn2c1cc1cc(O)ccc12,FC(F)(F)c1cc(CCl)ccc1C1CCCC1,CCOC(=O)CC1CCCn2c1cc1cc(OCc3ccc(C4CCCC4)c(C(F)(F)F)c3)ccc12,73.2
CC1=NC2(CCOc3ccc(Br)cc32)N=C1N,O=C(O)[C@@H]1C[C@@H](O)CN1,CC1=NC2(CCOc3ccc(N)cc32)N=C1N,65.7
CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,N#Cc1cc(Br)cc(Cl)c1F,CC1(C)OB(c2cc(Cl)c(F)c(C#N)c2)OC1(C)C,100.0
BrCc1ccc(Br)cc1I,COC(=O)C1CCC(C(F)F)CC1,COC(=O)C1(Cc2ccc(Br)cc2I)CCC(C(F)F)CC1,53.0
CC(C)(C)S(N)=O,O=C1c2cc(Br)ccc2CC12CCC(C(F)F)CC2,CC(C)(C)S(=O)N=C1c2cc(Br)ccc2CC12CCC(C(F)F)CC2,60.1
CC(C)(C)OC(=O)N1CC(O)C2C1CCN2C(=O)OCc1ccccc1,Fc1ccc(CBr)cc1,CC(C)(C)OC(=O)N1CC(OCc2ccc(F)cc2)C2C1CCN2C(=O)OCc1ccccc1,94.4
C#CCCN,O=C=NCCCl,C#CCCNC(=O)NCCCl,100.0
CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,Clc1ccc2c(c1-c1[nH]nnc1-c1ccccc1)CCNCC2,CC(C)(C)OC(=O)N1CCc2ccc(Cl)c(-c3[nH]nnc3-c3ccccc3)c2CC1,86.0
CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,O=C1NCCN1CCC#Cc1c(Cl)ccc2c1CCNCC2,CC(C)(C)OC(=O)N1CCc2ccc(Cl)c(C#CCCN3CCNC3=O)c2CC1,78.6
CCOC(=O)C1CCC(=O)CC1,O=S(=O)(N(c1ccccc1)S(=O)(=O)C(F)(F)F)C(F)(F)F,CCOC(=O)C1CC=C(OS(=O)(=O)C(F)(F)F)CC1,94.2
CCOC(OCC)OCC,O=CC(=O)c1ccc(Br)c(F)c1,CCOC(OCC)C(=O)c1ccc(Br)c(F)c1,92.1
CC(=O)N(C)C,Fc1cc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)ccc1Br,N#Cc1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,72.6
O=C(Cl)c1ccccc1,O=[N+]([O-])c1cccc(N2CCNCC2)c1,O=C(c1ccccc1)N1CCN(c2cccc([N+](=O)[O-])c2)CC1,73.0
CC(=O)O[BH-](OC(C)=O)OC(C)=O,Nc1ccc(N2CCN(C(=O)c3ccccc3)CC2)cc1Nc1ccccc1,CNc1ccc(N2CCN(C(=O)c3ccccc3)CC2)cc1Nc1ccccc1,10.1
CC(C)(CCl)C(=O)Cl,Nc1ccc(Br)cn1,CC(C)(CCl)C(=O)Nc1ccc(Br)cn1,74.0
CC1(C)CNC(=O)C1,CS(=O)(=O)c1ncc(C#Cc2ccccc2)cn1,CC1(C)CC(=O)N(c2ncc(C#Cc3ccccc3)cn2)C1,28.2
Cc1nnc(Br)s1,O=Cc1ccccc1B(O)O,Cc1nnc(-c2ccccc2C=O)s1,58.3
CC(C)(C)Nc1ccc(-c2cnc(N)nc2)cc1N,CC(C)c1noc(-c2ccccc2C=O)n1,CC(C)c1noc(-c2ccccc2-c2nc3cc(-c4cnc(N)nc4)ccc3n2C(C)(C)C)n1,44.0
CN(C)/C=N/C(=O)c1ccccc1-c1nc2cc(Br)ccc2n1C(C)(C)C,NN,CC(C)(C)n1c(-c2ccccc2-c2nc[nH]n2)nc2cc(Br)ccc21,84.0
CC(C)(C)OC(=O)NN,CC(C)(C)n1c(-c2ccccc2C(=O)O)nc2cc(Br)ccc21,CC(C)(C)OC(=O)N(N)C(=O)c1ccccc1-c1nc2cc(Br)ccc2n1C(C)(C)C,99.5
CC(=O)O,CC(C)(C)n1c(-c2ccccc2C(=N)NO)nc2cc(-c3cnc(N)nc3)ccc21,Cc1nc(-c2ccccc2-c2nc3cc(-c4cnc(N)nc4)ccc3n2C(C)(C)C)no1,12.7
NC(N)=O,O=C1OC(=O)c2cc(F)ccc21,O=C1NC(=O)c2cc(F)ccc21,100.0
CC(C)(C)n1c(-c2cc(CO)ccc2-n2cncn2)nc2cc(Br)ccc21,CS(=O)(=O)Cl,CC(C)(C)n1c(-c2cc(COS(C)(=O)=O)ccc2-n2cncn2)nc2cc(Br)ccc21,100.0
CCCCCCCCCCCCCCc1ccc(S(=O)(=O)Cl)cc1,Nc1nncs1,CCCCCCCCCCCCCCc1ccc(S(=O)(=O)Nc2nncs2)cc1,47.0
O=C(O)c1cnccc1Oc1cc(Cl)ccc1Cl,c1ccc2c(c1)CCCN2,O=C(c1cnccc1Oc1cc(Cl)ccc1Cl)N1CCCc2ccccc21,73.0
Nc1ccc(F)cc1,O=C(O)c1cccc(S(=O)(=O)N2CCCCC2)c1,O=C(Nc1ccc(F)cc1)c1cccc(S(=O)(=O)N2CCCCC2)c1,65.1
CC(C)Oc1ccc(N)cc1,O=C(Cl)c1cccc(S(=O)(=O)Cl)c1,CC(C)Oc1ccc(NC(=O)c2cccc(S(=O)(=O)Cl)c2)cc1,35.0
Br[Mg]C1CCCC1,CON(C)C(=O)c1sc(NC(=O)c2ccncc2)nc1-c1ccco1,O=C(Nc1nc(-c2ccco2)c(C(=O)C2CCCC2)s1)c1ccncc1,7.0
CC[C@@H](N)C(=O)OC(C)(C)C,COC(=O)c1cn(C(=O)OC(C)(C)C)c2nccc(C=O)c12,CC[C@@H](NCc1ccnc2c1c(C(=O)OC)cn2C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,95.1
N#Cc1c(Cl)nc(SCc2csc(-c3ccc(Cl)cc3)n2)c(C#N)c1-c1ccc(OCCO)cc1,NCC(F)(F)F,N#Cc1c(NCC(F)(F)F)nc(SCc2csc(-c3ccc(Cl)cc3)n2)c(C#N)c1-c1ccc(OCCO)cc1,23.0
N#Cc1c(Cl)nc(SCc2csc(-c3ccc(Cl)cc3)n2)c(C#N)c1-c1ccc(OCCO)cc1,NCCF,N#Cc1c(NCCF)nc(SCc2csc(-c3ccc(Cl)cc3)n2)c(C#N)c1-c1ccc(OCCO)cc1,53.0
CCCC#CCl,O=C1CCC(c2ccc(Cl)cn2)=NN1,CCC#CCN1N=C(c2ccc(Cl)cn2)CCC1=O,92.0
CC(C)(C)OC(=O)NCC(=O)O,COc1cc(O)ccc1-c1ccc2c(c1COc1cc(F)ccc1C)C(C)=CC(C)(C)N2,COc1cc(OC(=O)CNC(=O)OC(C)(C)C)ccc1-c1ccc2c(c1COc1cc(F)ccc1C)C(C)=CC(C)(C)N2,86.0
BrCCBr,CC(=O)c1ccc(O)cc1,CC(=O)c1ccc(OCCBr)cc1,85.2
Cc1c(N)cccc1-c1cn(C)c(=O)c(Nc2ccc(C3C(=O)N(C)CCN3C)cc2)n1,O=C(O)c1cc2c(s1)C1CCC2C1,Cc1c(NC(=O)c2cc3c(s2)C2CCC3C2)cccc1-c1cn(C)c(=O)c(Nc2ccc(C3C(=O)N(C)CCN3C)cc2)n1,44.5
COC(CBr)OC,COCCN,COCCNCC(OC)OC,91.0
C#CC(O)c1cc(OC)c(OC)c(OC)c1,CCCCC,C#CC(OC)c1cc(OC)c(OC)c(OC)c1,90.0
CC[C@@H]1C[C@H](N=[N+]=[N-])CN1C(=O)OC(C)(C)C,O=S(=O)(Cl)C1CC1,CC[C@@H]1C[C@H](NS(=O)(=O)C2CC2)CN1C(=O)OC(C)(C)C,48.0
C1COCCO1,C=CCc1nc(C23CCC(NS(=O)(=O)C4CC4)(CC2)CC3)n2c1cnc1c2ccn1S(=O)(=O)c1ccc(C)cc1,Cc1ccc(S(=O)(=O)n2ccc3c2ncc2c(CC(O)CO)nc(C45CCC(NS(=O)(=O)C6CC6)(CC4)CC5)n23)cc1,3.0
CC(C)(C)[Si](C)(C)Cl,CCOC(=O)C1CC(O)CC1CC,CCOC(=O)C1CC(O[Si](C)(C)C(C)(C)C)CC1CC,98.3
CC(C)(C)OC(=O)N(Cc1ccccc1)C12CCC(C=O)(CC1)CC2,CC(C)[Si](C(C)C)(C(C)C)n1ccc2c(I)c(Cl)cnc21,CC(C)[Si](C(C)C)(C(C)C)n1ccc2c(C(O)C34CCC(N(Cc5ccccc5)C(=O)OC(C)(C)C)(CC3)CC4)c(Cl)cnc21,64.0
COC(=O)Cc1ccccc1Br,Oc1ccc(Cl)cc1,COC(=O)Cc1ccccc1Oc1ccc(Cl)cc1,95.5
Cc1ccc(C(C)(C)O)cc1C(F)(F)F,O=C1CCC(=O)N1Br,CC(C)(O)c1ccc(CBr)c(C(F)(F)F)c1,76.0
Cc1cc(O)c(F)cc1Br,O=C([O-])[O-],COc1cc(C)c(Br)cc1F,91.3
COC(=O)CCn1c2ccccc2c2ccccc21,NO,O=C(CCn1c2ccccc2c2ccccc21)NO,47.0
O=C([O-])O,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1CO,COCN1C(=O)CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21,63.0
C#CC1CCCC1,Nc1cc(Cl)nc(Cl)n1,Nc1cc(Cl)nc(C#CC2CCCC2)n1,55.5
CCOC(C)=N,COCCNC(=O)c1nc(N[C@H]2CCCC[C@H]2N)c2cc(C)ccc2n1,COCCNC(=O)c1nc(N[C@H]2CCCC[C@H]2NC(C)=N)c2cc(C)ccc2n1,77.9
COc1cccc(OC)c1CN,NC(=S)NC(N)=S,COc1cccc(OC)c1CNC(=N)NC(N)=S,24.4
COc1cc2c(cc1Br)-c1cc3c(n1CC2)C(=O)N(C(C)(C)C)CCCC3,O=C1CCC(=O)N1Cl,COc1cc2c(cc1Br)-c1c(Cl)c3c(n1CC2)C(=O)N(C(C)(C)C)CCCC3,91.2
CCS(=O)c1cc2c(cc1OC)CCn1c-2cc2c1C(=O)N(C(C)(C)C)CCCC2,O=C1CCC(=O)N1Br,CCS(=O)c1cc2c(cc1OC)CCn1c3c(c(Br)c1-2)CCCCN(C(C)(C)C)C3=O,86.9
COc1cc(CCl)cc(OC)c1Br,OC1CCC1,COc1cc(COC2CCC2)cc(OC)c1Br,85.4
CCCCc1nnc(Cl)cc1-c1ccc(OC2CCCCC2)cc1,COCO[C@H]1CCN(C(=O)OC(C)(C)C)C[C@H]1CO,CCCCc1nnc(OC[C@@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2OCOC)cc1-c1ccc(OC2CCCCC2)cc1,91.6
CC(C)(C)OC(=O)N1CCC(O)CC1,Clc1cc(-c2ccc(OC3CCCCC3)cc2)c(C2CCCCC2)nn1,CC(C)(C)OC(=O)N1CCC(Oc2cc(-c3ccc(OC4CCCCC4)cc3)c(C3CCCCC3)nn2)CC1,83.0
COC(=O)c1ccccc1,NCCCCCCO,NCCCCCCOC(=O)c1ccccc1,82.0
CC(O)CCCCN,COC(=O)c1ccccc1,CC(CCCCN)OC(=O)c1ccccc1,66.0
C[Si](C)(C)CCO,N#Cc1ccncc1Cl,C[Si](C)(C)CCOc1cnccc1C#N,81.7
NCC(Nc1ccc(Oc2ccc(Cl)cc2)cc1)c1cccc(C(F)(F)F)c1,S=C=S,FC(F)(F)c1cccc(C2CNC(=S)N2c2ccc(Oc3ccc(Cl)cc3)cc2)c1,69.0
Clc1ccc(Oc2ccc(I)cc2)cc1,O=C1CCC(c2ccccc2)N1,O=C1CCC(c2ccccc2)N1c1ccc(Oc2ccc(Cl)cc2)cc1,100.0
CC(C)(C)[Si](C)(C)OCCC#C[B-](F)(F)F,O=S(=O)(c1cccs1)N1CCN(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2Br)CC1,O=S(=O)(c1cccs1)N1CCN(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2C#CCCO)CC1,23.9
CC(C)C1C(=O)NCCN1C[C@H]1CNCCN1,O=[N+]([O-])c1ccc(S(=O)(=O)Cl)s1,CC(C)C1C(=O)NCCN1C[C@H]1CN(S(=O)(=O)c2ccc([N+](=O)[O-])s2)CCN1,78.7
CC1(C)NCCNC1=O,CS(=O)(=O)OC[C@H]1CN(Cc2ccccc2)CCN1Cc1ccccc1,CC1(C)C(=O)NCCN1C[C@H]1CN(Cc2ccccc2)CCN1Cc1ccccc1,59.8
CC1(C)C(=O)NCCN1C[C@H]1CNCCN1,O=S(=O)(Cl)c1cccs1,CC1(C)C(=O)NCCN1C[C@H]1CN(S(=O)(=O)c2cccs2)CCN1,96.7
CS(=O)(=O)OC[C@H]1CN(Cc2ccccc2)CCN1Cc1ccccc1,Nc1ccccc1,c1ccc(CN2CCN(Cc3ccccc3)[C@@H](CNc3ccccc3)C2)cc1,73.2
COc1ncccc1CC1CNCCN1,O=S(=O)(Cl)c1cccs1,COc1ncccc1CC1CN(S(=O)(=O)c2cccs2)CCN1,33.8
BrC(Br)(Br)Br,COc1cc(CO)ccn1,COc1cc(CBr)ccn1,89.7
CC#C[Si](C)(C)C,O=S(=O)(c1cccs1)N1CCN(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2Br)CC1,CC#Cc1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1N1CCN(S(=O)(=O)c2cccs2)CC1,23.8
CC1(C)C(=O)N(Br)C(=O)N1Br,Nc1ncnn2c(C(=O)CCl)ccc12,Nc1ncnn2c(C(=O)CCl)cc(Br)c12,52.0
CC(C)(C)OC(=O)N1CCCC(c2ccc3c(N)ncnn23)CC1,CC1(C)C(=O)N(Br)C(=O)N1Br,CC(C)(C)OC(=O)N1CCCC(c2cc(Br)c3c(N)ncnn23)CC1,98.0
NC1CCC(O)C1,Nc1ncnn2c(-c3ccc(CBr)cc3)cc(-c3ccc4cn(Cc5ccccc5)nc4c3)c12,Nc1ncnn2c(-c3ccc(CN4CCC(O)C4)cc3)cc(-c3ccc4cn(Cc5ccccc5)nc4c3)c12,4.0
CC(=O)Cl,Nc1ccc(-c2cc(-c3ccc4cn(Cc5ccccc5)nc4c3)c3c(N)ncnn23)cc1,CC(=O)Nc1ccc(-c2cc(-c3ccc4cn(Cc5ccccc5)nc4c3)c3c(N)ncnn23)cc1,10.0
CCOC1(O[Si](C)(C)C)CC1,Nc1ncnn2c(Cc3ccc4c(c3)CNCC4)cc(-c3ccc4cn(Cc5ccccc5)nc4c3)c12,Nc1ncnn2c(Cc3ccc4c(c3)CN(C3CC3)CC4)cc(-c3ccc4cn(Cc5ccccc5)nc4c3)c12,50.0
CN(C)C(=O)CCl,Nc1ncnn2c(CC3CNCCO3)cc(-c3ccc4cn(Cc5ccccc5)nc4c3)c12,CN(C)C(=O)CN1CCOC(Cc2cc(-c3ccc4cn(Cc5ccccc5)nc4c3)c3c(N)ncnn23)C1,52.0
CC(=O)N1CCNCC1,Nc1ncnn2c(CCBr)cc(-c3ccc4cn(Cc5ccccc5)nc4c3)c12,CC(=O)N1CCN(CCc2cc(-c3ccc4cn(Cc5ccccc5)nc4c3)c3c(N)ncnn23)CC1,65.2
CN(CC(=O)O)C(=O)OC(C)(C)C,Nc1ncnn2c(C3CCNCC3)cc(-c3ccc4c(N)n(Cc5ccccc5)nc4c3)c12,CN(CC(=O)N1CCC(c2cc(-c3ccc4c(N)n(Cc5ccccc5)nc4c3)c3c(N)ncnn23)CC1)C(=O)OC(C)(C)C,37.2
CC(C)(C)OC(=O)N1CCN(c2ccncc2N)CC1,CC(C)(C)OC(=O)Nc1sc(-c2c(F)cccc2F)nc1C(=O)O,Nc1sc(-c2c(F)cccc2F)nc1C(=O)Nc1cnccc1N1CCNCC1,25.0
CC(C)(C)OC(=O)N[C@H]1CCCN(c2ccncc2N)C1,CC(C)NC(=O)c1ccc(F)c(-c2nc(C(=O)O)c(NC(=O)OC(C)(C)C)s2)c1,CC(C)NC(=O)c1ccc(F)c(-c2nc(C(=O)Nc3cnccc3N3CCC[C@@H](N)C3)c(N)s2)c1,8.0
O=c1c2cccn2c2ccccc2n1CCCCl,OC1(c2ccc(Cl)cc2)CCNCC1,O=c1c2cccn2c2ccccc2n1CCCN1CCC(O)(c2ccc(Cl)cc2)CC1,29.0
C[O-],Cc1cc([N+](=O)[O-])cnc1Cl,COc1ncc([N+](=O)[O-])cc1C,97.0
BrCc1cccc2ccccc12,COC(=O)c1cc(N2CCOCC2)cc2nc(C(F)(F)F)[nH]c12,COC(=O)c1cc(N2CCOCC2)cc2c1nc(C(F)(F)F)n2Cc1cccc2ccccc12,69.2
COC(=O)c1cc(N2CCOCC2)cc2nc(C)[nH]c12,Cc1c(F)cccc1CBr,Cc1c(F)cccc1Cn1c(C)nc2c(C(=O)O)cc(N3CCOCC3)cc21,22.51
CC(C)(C)OC(=O)N1CCC(c2nc(C(F)(F)F)c[nH]2)CC1,[NH4+],CC(C)(C)OC(=O)N1CCC(c2nc(C#N)c[nH]2)CC1,83.0
CC(C)[Mg]Cl,COC(=O)C1CCOCC1,CC(=O)C1CCOCC1,75.0
CC(N)=O,O=S(=O)(c1ccccc1)n1cc(-c2cc(Cl)nc(Cl)c2)c2cccnc21,CC(=O)Nc1cc(-c2cn(S(=O)(=O)c3ccccc3)c3ncccc23)cc(Cl)n1,25.2
Clc1cc(I)cc(Cl)n1,NC1CCCCC1,Clc1cc(I)cc(NC2CCCCC2)n1,78.2
CCN(CC)S(F)(F)F,N#Cc1cc(C(O)C(F)(F)F)ccc1F,N#Cc1cc(C(F)C(F)(F)F)ccc1F,100.0
O=C(N[C@@H]1CCCNCC1)C(F)(F)F,O=[N+]([O-])c1cnn(C2CC2)c1Cl,O=C(N[C@@H]1CCCN(c2c([N+](=O)[O-])cnn2C2CC2)CC1)C(F)(F)F,61.0
Cn1ncc([N+](=O)[O-])c1Cl,OC1CCCCC1,Cn1ncc([N+](=O)[O-])c1OC1CCCCC1,47.0
CC(C)(C)OC(=O)n1c(-c2ccccc2)c(Br)c2cc(CBr)cc([N+](=O)[O-])c21,O=C1CNCCN1,CC(C)(C)OC(=O)n1c(-c2ccccc2)c(Br)c2cc(CN3CCNC(=O)C3)cc([N+](=O)[O-])c21,78.0
COc1cc2ccccc2cc1[Si](c1ccccc1)(c1ccccc1)c1ccccc1,O=C1CCC(=O)N1Br,COc1c([Si](c2ccccc2)(c2ccccc2)c2ccccc2)cc2ccccc2c1Br,96.0
CC(CC#N)n1cc(B2OC(C)(C)C(C)(C)O2)cn1,CC1Cc2ccc(Br)cc2CN1c1cc(N2CCN(C)CC2)nc(N)n1,CC1Cc2ccc(-c3cnn(C(C)CC#N)c3)cc2CN1c1cc(N2CCN(C)CC2)nc(N)n1,41.3
COC(=O)c1c[nH]nc1C,FC(F)(F)c1ccc(Cl)nc1,COC(=O)c1cn(-c2ccc(C(F)(F)F)cn2)nc1C,31.0
CCCc1nn(-c2ccc(C(F)(F)F)cn2)cc1C(O)C1CCCCC1,CCOC(=O)CCNC(=O)c1ccc(N)cc1,CCCc1nn(-c2ccc(C(F)(F)F)cn2)cc1C(Nc1ccc(C(=O)NCCC(=O)O)cc1)C1CCCCC1,39.0
COC(=O)c1c[nH]nc1C,OB(O)c1ccc(Cl)cc1,COC(=O)c1cn(-c2ccc(Cl)cc2)nc1C,62.0
CCOC(=O)CCN(C)C(=O)c1ccc(N)cc1,CCn1nc(-c2ccc(OC(F)(F)F)cc2)cc1C(O)CC(C)C,CCn1nc(-c2ccc(OC(F)(F)F)cc2)cc1C(CC(C)C)Nc1ccc(C(=O)N(C)CCC(=O)O)cc1,4.0
Br[Mg]C1CCCCC1,COc1cc(OC)cc(-n2cc(C=O)c(C)n2)c1,COc1cc(OC)cc(-n2cc(C(O)C3CCCCC3)c(C)n2)c1,40.0
CCOC(=O)CCNC(=O)c1ccc(N)cc1,COc1ccc2oc(C(Cl)C3CCCCC3)cc2c1,COc1ccc2oc(C(Nc3ccc(C(=O)NCCC(=O)O)cc3)C3CCCCC3)cc2c1,17.0
CCOC(=O)CCN,COCc1c(C(Nc2ccc(C(=O)O)cc2)C2CCCCC2)oc2ccc(F)cc12,CCOC(=O)CCNC(=O)c1ccc(NC(c2oc3ccc(F)cc3c2COC)C2CCCCC2)cc1,83.4
CCOC(=O)CCN,Cc1c(C(Nc2ccc(C(=O)O)cc2)C2CCCC2)sc2ccccc12,CCOC(=O)CCNC(=O)c1ccc(NC(c2sc3ccccc3c2C)C2CCCC2)cc1,87.0
Cc1c(C(O)CC(C)C)oc2ccc(Cl)cc12,O=S(Cl)Cl,Cc1c(C(Cl)CC(C)C)oc2ccc(Cl)cc12,96.0
CCC(CC)C(=O)c1oc2ccc(OC)cc2c1C,COC(=O)c1ccc(N)cc1,CCC(CC)C(Nc1ccc(C(=O)OC)cc1)c1oc2ccc(OC)cc2c1C,59.1
CN(C)C=O,COC(=O)c1ccc(NC(c2oc3ccc(OC)cc3c2Br)C2CCCCC2)cc1,COc1ccc2oc(C(Nc3ccc(C(=O)O)cc3)C3CCCCC3)c(C#N)c2c1,94.0
CCOC(=O)CCN,Cc1c(C(Nc2ccc(C(=O)O)cc2)C2CCCCC2)oc2ccc(Br)nc12,CCOC(=O)CCNC(=O)c1ccc(NC(c2oc3ccc(Br)nc3c2C)C2CCCCC2)cc1,93.4
Br[Mg]C1CCCCC1,Cc1c(C=O)sc2cc(C(F)(F)F)cnc12,Cc1c(C(=O)C2CCCCC2)sc2cc(C(F)(F)F)cnc12,42.0
CC(=O)c1cc(OCc2ccccc2)ccc1O,CCOC(=O)CBr,CCOC(=O)c1oc2ccc(OCc3ccccc3)cc2c1C,17.0
CCOC(=O)CCN(C)C(=O)c1ccc(NC(c2oc3ccc(Br)cc3c2C)C2CCCCC2)cc1,Cc1noc(C)c1B(O)O,CCOC(=O)CCN(C)C(=O)c1ccc(NC(c2oc3ccc(-c4c(C)noc4C)cc3c2C)C2CCCCC2)cc1,23.4
CC(C)C(=O)Cl,Cc1coc2ccc(F)cc12,Cc1c(C(=O)C(C)C)oc2ccc(F)cc12,66.0
Cc1c(C(=O)C(C)C)oc2ccc(O)cc12,Cc1ccc(S(=O)(=O)OC2CCSCC2)cc1,Cc1c(C(=O)C(C)C)oc2ccc(OC3CCSCC3)cc12,61.0
COS(=O)(=O)OC,O=C(c1oc2ccc(F)cc2c1O)C1CCCCC1,COc1c(C(=O)C2CCCCC2)oc2ccc(F)cc12,63.0
CC(C)(C)OC(=O)NCC(=O)O,COc1cc(O)ccc1-c1ccc2c(c1COc1cc(F)ccc1C)C(C)=CC(C)(C)N2,COc1cc(OC(=O)CNC(=O)OC(C)(C)C)ccc1-c1ccc2c(c1COc1cc(F)ccc1C)C(C)=CC(C)(C)N2,86.0
CCN(C)S(=O)(=O)c1ccc([Sn](C)(C)C)nc1,Nc1ncc(Br)cc1-c1ccc2c(c1)CCNC2=O,CCN(C)S(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc4c(c3)CCNC4=O)c2)nc1,51.0
COCC(C)NC(=O)c1cc(I)cc(-c2ccc(C)cc2)c1,Cn1cc(B(O)O)cn1,COCC(C)NC(=O)c1cc(-c2ccc(C)cc2)cc(-c2cnn(C)c2)c1,56.0
CC(N)CO,Cc1ccc(-c2cc(C(=O)O)cc(-c3ccnn3C(C)C)c2)c(F)c1,Cc1ccc(-c2cc(C(=O)NC(C)CO)cc(-c3ccnn3C(C)C)c2)c(F)c1,59.6
O=C1CCC(=O)N1Br,OCc1ccc2nc(Cl)nc(N3CCOCC3)c2n1,Clc1nc(N2CCOCC2)c2nc(CBr)ccc2n1,87.3
CC(=O)O,Clc1nc(N2CCOCC2)c2nc(CC3CCNCC3)ccc2n1,CC(=O)N1CCC(Cc2ccc3nc(Cl)nc(N4CCOCC4)c3n2)CC1,100.0
CC(C)(C)OC(=O)N1CCCC1(C)C(=O)O,Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,CC(C)(C)OC(=O)N1CCCC1(C)C(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,27.3
C1CCC2OC2C1,C1CCNC1,O[C@@H]1CCCC[C@H]1N1CCCC1,98.0
Cn1nnnc1CCl,O=C1NC(=O)c2ccccc21,Cn1nnnc1CN1C(=O)c2ccccc2C1=O,4.0
C[S-],N#Cc1c(Cl)cncc1Cl,CSc1cncc(Cl)c1C#N,25.0
CCOC(=O)CBr,O=c1[nH]ncc(Br)c1Br,CCOC(=O)Cn1ncc(Br)c(Br)c1=O,100.0
BrCc1ccccc1,COC(=O)n1ncc2c(NC(=O)NCC3CCc4ccccc4N3)cccc21,COC(=O)n1ncc2c(NC(=O)NCC3CCc4ccccc4N3Cc3ccccc3)cccc21,82.4
CC(=O)Nc1ccc(NC(=O)Nc2ccc(B3OC(C)(C)C(C)(C)O3)cc2)cc1,Cc1ccc(-c2ccc3c(N4CCOCC4)nc(Cl)nc3c2)o1,CC(=O)Nc1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4ccc(-c5ccc(C)o5)cc4n3)cc2)cc1,10.0
COC(=O)c1c(I)cc(Cl)nc1Cl,N#C[Zn]C#N,COC(=O)c1c(C#N)cc(Cl)nc1Cl,40.3
CC(C)(C)OC(=O)N[C@H]1CCCC[C@H]1N,COc1ccc(CN2Cc3c(F)c(Cl)nc(Cl)c3C2=O)c(OC)c1,COc1ccc(CN2Cc3c(F)c(N[C@@H]4CCCC[C@@H]4NC(=O)OC(C)(C)C)nc(Cl)c3C2=O)c(OC)c1,46.6
CC(C)(C)OC(=O)N[C@@H]1CCCC[C@@H]1N,COc1ccc(CN2Cc3c(F)c(Cl)nc(Cl)c3C2=O)c(OC)c1,COc1ccc(CN2Cc3c(F)c(N[C@H]4CCCC[C@H]4NC(=O)OC(C)(C)C)nc(Cl)c3C2=O)c(OC)c1,21.0
