,reactant_1,reactant_2,product,Yield
22371,CC(=O)O,NC(=O)c1cc(N)cc(-c2cnc3cc(-c4cccc(CN5CCOCC5)c4)ccn23)c1,CC(=O)Nc1cc(C(N)=O)cc(-c2cnc3cc(-c4cccc(CN5CCOCC5)c4)ccn23)c1,40.5
22372,CCN=C=O,Nc1cncc(Br)c1,CCNC(=O)Nc1cncc(Br)c1,90.1
22374,C[Si](C)(C)C=CC(=O)O,OCc1ccccc1,C[Si](C)(C)C=CC(=O)OCc1ccccc1,94.3
22378,CC(=O)Nc1ccccc1,Fc1cccc(Br)c1,Fc1cccc(Nc2ccccc2)c1,48.3
22379,CN(c1ccccc1)c1nc(N)nc(-c2noc(-c3cccnc3O)n2)n1,O=C([O-])[O-],COc1ncccc1-c1nc(-c2nc(N)nc(N(C)c3ccccc3)n2)no1,38.0
22381,CN(c1ccccc1)c1nc(N)nc(C(=N)NO)n1,O=C(O)c1ccc(OCCOCC(F)(F)F)nc1,CN(c1ccccc1)c1nc(N)nc(-c2noc(-c3ccc(OCCOCC(F)(F)F)nc3)n2)n1,61.0
22382,CN(c1ccccc1)c1nc(N)nc(-c2noc([C@@H]3CCCN3)n2)n1,O=CCC(F)(F)F,CN(c1ccccc1)c1nc(N)nc(-c2noc([C@@H]3CCCN3CCC(F)(F)F)n2)n1,19.4
22386,CCOC(=O)c1ccc(Cl)nc1,CN1CCC(O)C1,CCOC(=O)c1ccc(OC2CCN(C)C2)nc1,25.0
22387,CC(C)(C)OC(=O)N1CCC(OS(C)(=O)=O)CC1,CC(C)[S-],CC(C)SC1CCN(C(=O)OC(C)(C)C)CC1,60.0
22388,CCc1cc(Br)ccc1[Pb+3],C[C@]12CC[C@H](O1)C(=O)CC2=O,CCc1cc(Br)ccc1C1C(=O)[C@@H]2CC[C@@](C)(O2)C1=O,45.7
22390,CN1CCN(Cc2ccc(N)cc2)CC1,Nc1cc(-c2ccc(F)c(Cl)c2)nc(Cl)n1,CN1CCN(Cc2ccc(Nc3nc(N)cc(-c4ccc(F)c(Cl)c4)n3)cc2)CC1,84.0
22391,CC(C)(C)[Si](C)(C)Cl,CN(C)C1=N[C@H]2[C@H](O[C@H](CO)[C@@H](O)[C@@H]2O)S1,CN(C)C1=N[C@H]2[C@H](O[C@H](CO[Si](C)(C)C(C)(C)C)[C@@H](O)[C@@H]2O)S1,68.4
22395,C=CCN(C(=O)OC(C)(C)C)C1=N[C@H]2[C@H](O[C@H](C(C)=O)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)S1,C[Si](C)(C)C(F)(F)F,C=CCN(C(=O)OC(C)(C)C)C1=N[C@H]2[C@H](O[C@H](C(C)(O)C(F)(F)F)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)S1,68.0
22397,CCOC(=O)C(=O)Cl,Nc1c(F)ccc(Cl)c1F,CCOC(=O)C(=O)Nc1c(F)ccc(Cl)c1F,72.0
22398,CC(C)(C)OC(=O)N[C@H]1CCCC[C@H]1N,Cn1ccc(Nc2cc(Cl)nnc2C(N)=O)n1,Cn1ccc(Nc2cc(N[C@@H]3CCCC[C@@H]3NC(=O)OC(C)(C)C)nnc2C(N)=O)n1,17.6
22399,CC(=O)Nc1ccc(S(=O)(=O)N=[N+]=[N-])cc1,COC(=O)CC(=O)CC(=O)OC,COC(=O)CC(=O)C(=[N+]=[N-])C(=O)OC,87.0
22400,C=CCB1OC(C)(C)C(C)(C)O1,COc1ccc([N+](=O)[O-])nc1Br,C=CCc1nc([N+](=O)[O-])ccc1OC,75.0
22405,Cc1ccc(N=C=O)cc1,Nc1nc(N2CCNCC2)c2nc(-c3cccnc3)sc2n1,Cc1ccc(NC(=O)N2CCN(c3nc(N)nc4sc(-c5cccnc5)nc34)CC2)cc1,79.3
22406,COc1ccc(C=O)cc1OC,Nc1nc(N)c(N)c(N2CCN(C(=O)COc3ccc(Cl)cc3)CC2)n1,COc1ccc(-c2nc3c(N4CCN(C(=O)COc5ccc(Cl)cc5)CC4)nc(N)nc3[nH]2)cc1OC,57.0
22410,C=CCOC(=O)N1CCC(C(=O)O)N1C(=O)[C@H](CC1CCCC1)CN(C=O)OC1CCCCO1,Nc1ncccn1,C=CCOC(=O)N1CC[C@@H](C(=O)Nc2ncccn2)N1C(=O)[C@H](CC1CCCC1)CN(C=O)OC1CCCCO1,24.0
22411,NOCc1ccccc1,O=C(O)C[C@@H](CC1CCCC1)C(=O)N1N=CCC1C(=O)Nc1ccc(F)cn1,O=C(C[C@@H](CC1CCCC1)C(=O)N1N=CC[C@H]1C(=O)Nc1ccc(F)cn1)NOCc1ccccc1,39.2
22412,O=C(C[C@@H](CC1CCCC1)C(=O)N1N=CC[C@H]1C(=O)Nc1ccc(F)cn1)NOCc1ccccc1,O=C(OO)c1cccc(Cl)c1,O=C(C[C@@H](CC1CCCC1)C(=O)N1N=CC[C@H]1C(=O)Nc1ccc(F)c[n+]1[O-])NOCc1ccccc1,64.3
22413,CN(C)C(=O)C1CC=NN1C(=O)[C@@H](CC(=O)O)CC1CCCC1,NOCc1ccccc1,CN(C)C(=O)[C@@H]1CC=NN1C(=O)[C@@H](CC(=O)NOCc1ccccc1)CC1CCCC1,33.7
22416,CC(C)(C)OC(=O)NCCCC[C@H](NC(=O)[C@H](CCCCNC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)C(=O)O,CCSC(=O)OCI,CCSC(=O)OCOC(=O)[C@H](CCCCNC(=O)OC(C)(C)C)NC(=O)[C@H](CCCCNC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C,91.0
22417,CC(C)(C)OC(=O)CCC(CCC(=O)OC(C)(C)C)(CCC(=O)OC(C)(C)C)NC(=O)CCC(=O)O,CCSC(=O)OCI,CCSC(=O)OCOC(=O)CCC(=O)NC(CCC(=O)OC(C)(C)C)(CCC(=O)OC(C)(C)C)CCC(=O)OC(C)(C)C,72.0
22418,N#CCC(N)=S,O=C(CBr)c1ccccc1,N#CCc1nc(-c2ccccc2)cs1,75.0
22419,NCC1(c2nc(-c3ccccc3)cs2)CCCC1,O=C(O)c1cccc(-c2noc(C(F)(F)F)n2)c1,O=C(NCC1(c2nc(-c3ccccc3)cs2)CCCC1)c1cccc(-c2noc(C(F)(F)F)n2)c1,34.0
22420,CC(C)(CN)c1nc(-c2ccc(Cl)cc2)cs1,O=C(O)c1cccc(-c2noc(C(F)(F)F)n2)c1,CC(C)(CNC(=O)c1cccc(-c2noc(C(F)(F)F)n2)c1)c1nc(-c2ccc(Cl)cc2)cs1,35.0
22421,NCC1(c2nc(-c3ccc(C(F)(F)F)cc3)cs2)CCOCC1,O=C(O)c1cccc(-c2noc(C(F)(F)F)n2)c1,O=C(NCC1(c2nc(-c3ccc(C(F)(F)F)cc3)cs2)CCOCC1)c1cccc(-c2noc(C(F)(F)F)n2)c1,19.0
22422,CC(C)(CN)c1nc(-c2ccc(C(F)(F)F)cc2)cs1,O=C(O)c1cccc(-c2noc(C(F)(F)F)n2)c1,CC(C)(CNC(=O)c1cccc(-c2noc(C(F)(F)F)n2)c1)c1nc(-c2ccc(C(F)(F)F)cc2)cs1,24.0
22423,N#CC1CC1C(=O)O,NCC1(c2nc(-c3ccccc3)cs2)CCOCC1,N#CC1CC1C(=O)NCC1(c2nc(-c3ccccc3)cs2)CCOCC1,29.0
22424,ClCc1csc(-c2ccc(Cl)cc2)n1,[C-]#N,N#CCc1csc(-c2ccc(Cl)cc2)n1,82.0
22425,NCC1(c2nc(-c3ccccc3)cs2)CC1,O=C(O)c1cccc(-c2noc(C(F)(F)F)n2)c1,O=C(NCC1(c2nc(-c3ccccc3)cs2)CC1)c1cccc(-c2noc(C(F)(F)F)n2)c1,49.0
22426,NCCc1coc(-c2ccc(F)cc2)n1,O=C(O)c1cncc(-c2noc(C(F)(F)F)n2)c1,O=C(NCCc1coc(-c2ccc(F)cc2)n1)c1cncc(-c2noc(C(F)(F)F)n2)c1,46.0
22427,CC(C)(CN)c1coc(-c2ccc(F)cc2)n1,O=C(O)c1cncc(-c2ccc(C(=O)C(F)(F)F)s2)c1,CC(C)(CNC(=O)c1cncc(-c2ccc(C(=O)C(F)(F)F)s2)c1)c1coc(-c2ccc(F)cc2)n1,26.0
22428,CC(C)(CN)c1nc(-c2ccc(F)cc2)n[nH]1,O=C(O)c1cncc(-c2ccc(C(=O)C(F)(F)F)s2)c1,CC(C)(CNC(=O)c1cncc(-c2ccc(C(=O)C(F)(F)F)s2)c1)c1nc(-c2ccc(F)cc2)n[nH]1,20.0
22429,CC(C)(CN)c1coc(-c2ccc(F)cc2)n1,O=C(O)c1cccc(-c2noc(C(F)(F)F)n2)c1,CC(C)(CNC(=O)c1cccc(-c2noc(C(F)(F)F)n2)c1)c1coc(-c2ccc(F)cc2)n1,12.0
22430,NC(=O)c1ccccc1F,O=C(CCl)CCl,Fc1ccccc1-c1nc(CCl)co1,66.0
22431,CC(C)(CN)c1coc(-c2ccc(F)cc2)n1,O=C(O)c1cccc(-c2ncc(C(=O)C(F)(F)F)s2)c1,CC(C)(CNC(=O)c1cccc(-c2ncc(C(=O)C(F)(F)F)s2)c1)c1coc(-c2ccc(F)cc2)n1,3.0
22432,CC(C)(CN)c1cccc(Br)c1,O=C(O)c1cccc(-c2noc(C(F)(F)F)n2)c1,CC(C)(CNC(=O)c1cccc(-c2noc(C(F)(F)F)n2)c1)c1cccc(Br)c1,83.0
22438,CC1(C)CC(c2cc(-c3ccc(Cl)cc3)n(-c3ccccc3N)n2)CC(C)(C)O1,CC=O,CCNc1ccccc1-n1nc(C2CC(C)(C)OC(C)(C)C2)cc1-c1ccc(Cl)cc1,53.8
22439,CCCCCCCC(=O)c1ccc(OC(=O)OCC)c(C(=O)O)c1,O=S(Cl)Cl,CCCCCCCC(=O)c1ccc(OC(=O)OCC)c(C(=O)Cl)c1,98.3
22442,COc1ccc(CCl)cc1,Cn1c(=O)c2c(N)nccc2c2ccc(Cl)cc21,COc1ccc(CNc2nccc3c2c(=O)n(C)c2cc(Cl)ccc32)cc1,75.0
22443,C=C(OCC)[Sn](CCCC)(CCCC)CCCC,Cc1nccc2c1c(=O)n(C)c1cc(OC[C@H](CC(C)C)N3C(=O)c4ccccc4C3=O)c(Br)cc21,C=C(OCC)c1cc2c3ccnc(C)c3c(=O)n(C)c2cc1OC[C@H](CC(C)C)N1C(=O)c2ccccc2C1=O,72.0
22444,Cc1nccc2c1c(=O)n(C)c1cc(OCC(C)(CC(C)C)NC(=O)OC(C)(C)C)ccc21,O=C1CCC(=O)N1Cl,Cc1nccc2c1c(=O)n(C)c1cc(OCC(C)(N)CC(C)C)c(Cl)cc21,13.3
22445,Cc1nccc2c1c(=O)n(C)c1cc(Cl)ccc21,O=[Se]=O,Cn1c(=O)c2c(C=O)nccc2c2ccc(Cl)cc21,52.2
22446,Cc1cc2c(cn1)c(=O)n(C)c1cc(OC[C@H](CC(C)C)NC(=O)OC(C)(C)C)ccc21,O=C1CCC(=O)N1Cl,Cc1cc2c(cn1)c(=O)n(C)c1cc(OC[C@H](CC(C)C)NC(=O)OC(C)(C)C)c(Cl)cc21,45.6
22448,COC(=N)CC(Cl)(Cl)Cl,Nc1nccc(Nc2cc(Br)ccc2N)n1,Nc1nccc(-n2c(C(Cl)(Cl)Cl)nc3ccc(Br)cc32)n1,81.2
22449,Nc1nccc(-n2c(C(Cl)(Cl)Cl)nc3ccc(Br)cc32)n1,OCCO,Nc1nccc(-n2c(OCCO)nc3ccc(Br)cc32)n1,34.0
22451,C/C=C(\O[Si](C)(C)C(C)(C)C)c1cccc(Cl)c1,O=C(CC[N+](=O)[O-])c1ccccc1,C/C=C(\O[Si](C)(C)C(C)(C)C)c1cccc([N+](=O)[O-])c1,98.0
22452,CC/C=C(\O[Si](C)(C)C(C)(C)C)c1cccc(Cl)c1,CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](Oc1nnc(O[C@@H](c2ccnc3ccc(OC)cc23)[C@H]2C[C@@H]3CCN2C[C@@H]3CC)c2ccccc12)c1ccnc2ccc(OC)cc12,CC[C@@H](O)C(=O)c1cccc(Cl)c1,85.2
22453,CO,Cc1[nH]c(=O)[nH]c(=O)c1CC(=O)O,COC(=O)Cc1c(C)[nH]c(=O)[nH]c1=O,97.0
22454,CCCI,COC(=O)Cc1c(C)nc(Cl)nc1-c1ccc(C)cc1,CCCC(C(=O)OC)c1c(C)nc(Cl)nc1-c1ccc(C)cc1,39.5
22455,CCCI,COC(=O)Cc1c(C)nc(-c2ccccc2)nc1-c1ccccc1,CCCC(C(=O)OC)c1c(C)nc(-c2ccccc2)nc1-c1ccccc1,55.4
22458,CCCC(C(=O)OC)c1c(C)nc(-c2ccccc2)nc1Cl,OB(O)c1ccc2ccccc2c1,CCCC(C(=O)OC)c1c(C)nc(-c2ccccc2)nc1-c1ccc2ccccc2c1,71.6
22460,CCCC(C(=O)OC)c1c(C)nc(-c2ccccc2)nc1Cl,OB(O)c1ccc(Cl)cc1F,CCCC(C(=O)OC)c1c(C)nc(-c2ccccc2)nc1-c1ccc(Cl)cc1F,79.4
22461,CCCC(C(=O)OC)c1c(C)nc(N2CCCCC2)nc1Cl,OB(O)c1cccc2ncccc12,CCCC(C(=O)OC)c1c(C)nc(N2CCCCC2)nc1-c1cccc2ncccc12,67.0
22462,CC1(C)OB(c2ccc3c4c(cccc24)CC3)OC1(C)C,CCCC(C(=O)OC)c1c(C)nc(N2CCCCC2)nc1Cl,CCCC(C(=O)OC)c1c(C)nc(N2CCCCC2)nc1-c1ccc2c3c(cccc13)CC2,36.1
22463,CC(C)(C)CI,COC(=O)Cc1c(C)nc(N2CCCCC2)nc1-c1ccc(C)cc1,COC(=O)C(CC(C)(C)C)c1c(C)nc(N2CCCCC2)nc1-c1ccc(C)cc1,9.9
22464,CCCC(C(=O)OC)c1c(C)nc(Cl)nc1-c1ccc(C)cc1,Nc1ccccc1,CCCC(C(=O)OC)c1c(C)nc(Nc2ccccc2)nc1-c1ccc(C)cc1,49.6
22466,CC(C)(C)OC(=O)N1CCCC(=O)C1,COC(OC)N(C)C,CN(C)C=C1CCN(C(=O)OC(C)(C)C)CC1=O,94.0
22468,N#C[S-],Nc1ccc(OCC2CCCO2)c(Br)c1,Nc1nc2cc(Br)c(OCC3CCCO3)cc2s1,26.1
22469,Clc1cc(Cl)ncn1,OB(O)c1ccc(C(F)(F)F)c(Cl)c1,FC(F)(F)c1ccc(-c2cc(Cl)ncn2)cc1Cl,35.7
22470,CC(=O)NC[C@H]1CN(c2ccc(C34CNCC3C4)cc2)C(=O)O1,O=Cc1cccnc1,CC(=O)NC[C@H]1CN(c2ccc(C34CC3CN(Cc3cccnc3)C4)cc2)C(=O)O1,40.2
22472,Cc1csc2c(Cl)nc(Cl)nc12,NN,Cc1csc2c(NN)nc(Cl)nc12,90.0
22474,O=C1CCC(=O)N1Br,O=C1c2cnc3[nH]ncc3c2C(=O)N1CCc1ccccc1,O=C1c2cnc3[nH]nc(Br)c3c2C(=O)N1CCc1ccccc1,79.2
22476,O=Cc1ccc(Cl)o1,[NH3+]CCOc1ccc2ccccc2c1F,Fc1c(OCCNCc2ccc(Cl)o2)ccc2ccccc12,70.0
22478,CC(=Cn1c2c(c3cc(Cl)ccc31)CN(C)CC2)c1ccncc1,NC1CCC1,C/C(=C\n1c2c(c3cc(NC4CCC4)ccc31)CN(C)CC2)c1ccncc1,37.3
22479,CC(=Cn1c2c(c3cc(Cl)ccc31)CN(C)CC2)c1ccncc1,CNC,C/C(=C\n1c2c(c3cc(N(C)C)ccc31)CN(C)CC2)c1ccncc1,17.7
22480,CN1CCc2[nH]c3ccc(Cl)cc3c2C1,c1ccc(C2(c3ccccc3)CO2)cc1,CN1CCc2c(c3cc(Cl)ccc3n2CC(O)(c2ccccc2)c2ccccc2)C1,63.3
22481,Br[Mg]c1ccccc1,Cc1ccc2c(c1)c1c(n2C(C)(C)C=O)CCN(C)C1,Cc1ccc2c(c1)c1c(n2C(C)(C)C(O)c2ccccc2)CCN(C)C1,47.2
22482,CN1CCc2[nH]c3ccc(Cl)cc3c2C1,Fc1ccc(C#CBr)cc1,CN1CCc2c(c3cc(Cl)ccc3n2C#Cc2ccc(F)cc2)C1,16.4
22483,CN1CCc2[nH]c3ccc(Cl)cc3c2C1,COc1ccc(C#CBr)cc1F,COc1ccc(C#Cn2c3c(c4cc(Cl)ccc42)CN(C)CC3)cc1F,12.1
22484,N#CCC(=O)c1cccc(Br)c1,NN,Nc1cc(-c2cccc(Br)c2)n[nH]1,81.0
22486,C=CCBr,C=CCN1CCOc2ccc(-c3c([C@H](OC(C)(C)C)C(=O)OC)c(C)nc4cc(-c5cccc(-c6cccc(O)c6)c5)nn34)c(Cl)c21,C=CCOc1cccc(-c2cccc(-c3cc4nc(C)c([C@H](OC(C)(C)C)C(=O)OC)c(-c5ccc6c(c5Cl)N(CC=C)CCO6)n4n3)c2)c1,42.0
22487,C=CCCc1ccccc1Br,CC(C)OB(OC(C)C)OC(C)C,C=CCCc1ccccc1B(O)O,69.2
22489,C=CCCc1ccccc1B1OC(=O)CN(C)CC(=O)O1,C=CCOC1(C)CCN(c2c([C@H](OC(C)(C)C)C(=O)OC)c(C)nc3cc(-c4cccc(Br)c4)nn23)CC1,C=CCCc1ccccc1-c1cccc(-c2cc3nc(C)c([C@H](OC(C)(C)C)C(=O)OC)c(N4CCC(C)(OCC=C)CC4)n3n2)c1,86.0
22490,C=CCOC1(C)CCNCC1,CCOC(=O)Cc1c(C)nc2cc(-c3cccc(Br)c3)nn2c1Cl,C=CCOC1(C)CCN(c2c(CC(=O)OCC)c(C)nc3cc(-c4cccc(Br)c4)nn23)CC1,90.0
22491,C=CCOC1(C)CCN(c2c([C@H](OC(C)(C)C)C(=O)OCC)c(C)nc3cc(-c4cccc(Br)c4)nn23)CC1,OB(O)c1ccc(F)cc1O,C=CCOC1(C)CCN(c2c([C@H](OC(C)(C)C)C(=O)OCC)c(C)nc3cc(-c4cccc(-c5ccc(F)cc5O)c4)nn23)CC1,68.0
22492,C=CCOC1(C)CCN(c2c(C(=O)C(=O)OC)c(C)nc3cc(Br)nn23)CC1,CB1OC(c2ccccc2)(c2ccccc2)[C@H]2CCCN12,C=CCOC1(C)CCN(c2c([C@H](OC(C)(C)C)C(=O)OC)c(C)nc3cc(Br)nn23)CC1,34.0
22500,CC(C)(C)OC(=O)N1CCNCC1,CCOC(=O)CC(C)=O,CCOC(=O)CC(C)N1CCN(C(=O)OC(C)(C)C)CC1,63.9
22502,C=C(C)[C@@H]1CC[C@]2(N)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(C6=CC=C(C(=O)OC)CC6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,C=CS(=O)(=O)c1ccccc1,C=C(C)[C@@H]1CC[C@]2(NCCS(=O)(=O)c3ccccc3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(C6=CC=C(C(=O)OC)CC6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,38.3
22503,CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1,Cc1ccc2[nH]cc(C=O)c2c1,CCOC(=O)/C=C/c1c[nH]c2ccc(C)cc12,95.0
22504,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)OCC(Cl)(Cl)Cl)cc1,N[C@H]1CC[C@@H](Oc2ccc3nnc(CCN4CCCC4)n3c2)c2ccccc21,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)N[C@H]2CC[C@@H](Oc3ccc4nnc(CCN5CCCC5)n4c3)c3ccccc32)cc1,17.0
22505,CC(C)(C)OC(=O)N1CCC(C(=O)O)CC1,NNc1ccc(F)cn1,CC(C)(C)OC(=O)N1CCC(C(=O)NNc2ccc(F)cn2)CC1,82.0
22506,CC(C)(C)OC(=O)N1CCN(CC(=O)O)CC1,NNc1ccc(F)cn1,CC(C)(C)OC(=O)N1CCN(CC(=O)NNc2ccc(F)cn2)CC1,80.0
22507,N[C@H]1CC[C@@H](O)c2ccccc21,O=C(c1ccc(F)cn1)N1CCOCC1,N[C@H]1CC[C@@H](Oc2ccc(C(=O)N3CCOCC3)nc2)c2ccccc21,72.0
22508,CC(C)(C)OC(=O)N1CCC(Cc2nnc3ccc(O[C@@H]4CC[C@H](N)c5ccccc54)cn23)CC1,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)OCC(Cl)(Cl)Cl)cc1,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)N[C@H]2CC[C@@H](Oc3ccc4nnc(CC5CCN(C(=O)OC(C)(C)C)CC5)n4c3)c3ccccc32)cc1,58.0
22509,CC(C)(C)c1cc(N)n(-c2cccc(SCCO)c2)n1,O=C(Cl)OCC(Cl)(Cl)Cl,CC(C)(C)c1cc(NC(=O)OCC(Cl)(Cl)Cl)n(-c2cccc(SCCO)c2)n1,100.0
22510,CC(C)[Si](OS(=O)(=O)C(F)(F)F)(C(C)C)C(C)C,O[C@@H]1CCN(c2nnc3ccc(F)cn23)C1,CC(C)[Si](O[C@@H]1CCN(c2nnc3ccc(F)cn23)C1)(C(C)C)C(C)C,90.0
22513,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)OCC(Cl)(Cl)Cl)cc1,N[C@H]1CC[C@@H](Oc2ccc3nnc(N4CCCCCC4)n3c2)c2ccccc21,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)N[C@H]2CC[C@@H](Oc3ccc4nnc(N5CCCCCC5)n4c3)c3ccccc32)cc1,10.0
22514,CN(C)C(C)(C)C(=O)O,NNc1ccc(F)cn1,CN(C)C(C)(C)C(=O)NNc1ccc(F)cn1,51.7
22515,CC(C)[Si](OC1(C)CCN(c2nnc3ccc(O[C@@H]4CC[C@H](N)c5ccccc54)cn23)CC1)(C(C)C)C(C)C,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)OCC(Cl)(Cl)Cl)cc1,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)N[C@H]2CC[C@@H](Oc3ccc4nnc(N5CCC(C)(O[Si](C(C)C)(C(C)C)C(C)C)CC5)n4c3)c3ccccc32)cc1,93.0
22517,CC(C)[Si](OS(=O)(=O)C(F)(F)F)(C(C)C)C(C)C,OC[C@H]1CCN(c2nnc3ccc(F)cn23)C1,CC(C)[Si](OC[C@H]1CCN(c2nnc3ccc(F)cn23)C1)(C(C)C)C(C)C,99.9
22519,Nc1cc(F)cc(N2CCOCC2)c1,O=C(Cl)OCC(Cl)(Cl)Cl,O=C(Nc1cc(F)cc(N2CCOCC2)c1)OCC(Cl)(Cl)Cl,99.7
22520,CN1CCCC[C@H]1c1nnc2ccc(F)cn12,N[C@H]1CC[C@@H](O)c2ccccc21,CN1CCCC[C@H]1c1nnc2ccc(O[C@@H]3CC[C@H](N)c4ccccc43)cn12,45.3
22521,CC(C)(C)c1cc(N)[nH]n1,Clc1ccnc(Cl)n1,CC(C)(C)c1cc(N)n(-c2ccnc(Cl)n2)n1,35.0
22522,C1COCCN1,C[C@H]1CCCCN1c1nnc2ccc(O[C@@H]3CC[C@H](NC(=O)Nc4cc(C(C)(C)C)nn4-c4cnn(CCOS(C)(=O)=O)c4)c4ccccc43)cn12,C[C@H]1CCCCN1c1nnc2ccc(O[C@@H]3CC[C@H](NC(=O)Nc4cc(C(C)(C)C)nn4-c4cnn(CCN5CCOCC5)c4)c4ccccc43)cn12,35.7
22523,BrBr,CC(C)(C)OC(=O)NC1CCC(=O)CC1,CC(C)(C)OC(=O)NC1CCC(=O)C(Br)C1,67.0
22524,COc1ccc(OCCC#N)cc1,O=C([O-])[O-],COc1ccc(OCCC(=O)O)cc1,86.04
22525,C1CC(N2CCCNCC2)C1,O=C(O)C1CN(C(=O)OCc2ccccc2)C1,O=C(OCc1ccccc1)N1CC(C(=O)N2CCCN(C3CCC3)CC2)C1,60.0
22526,CC(C)=O,Cc1ccc(C(=O)N2CC(C(=O)N3CCCNCC3)C2)cn1,Cc1ccc(C(=O)N2CC(C(=O)N3CCCN(C(C)C)CC3)C2)cn1,27.5
22528,O=P(Cl)(Cl)Cl,[O-][n+]1ccc2c(Br)cccc2c1,Clc1nccc2c(Br)cccc12,65.0
22529,CCNc1cc(-c2nccc3c(-n4cnc(-c5cnn(C)c5)c4)ccnc23)ccc1C#N,[OH-],CCNc1cc(-c2nccc3c(-n4cnc(-c5cnn(C)c5)c4)ccnc23)ccc1C(N)=O,4.0
22530,Clc1ccnc2c(Br)cccc12,Cn1cc(-c2c[nH]cn2)cn1,Cn1cc(-c2cn(-c3ccnc4c(Br)cccc34)cn2)cn1,100.0
22531,C#Cc1cccc(O)c1,CN1CCC(O)CC1,C#Cc1cccc(OC2CCN(C)CC2)c1,39.8
22533,C#Cc1ccc(C(=O)N2CCN(C)CC2)cc1,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2nc(N)ncc2I)n1COCC[Si](C)(C)C,Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2nc(N)ncc2C#Cc2ccc(C(=O)N3CCN(C)CC3)cc2)n1COCC[Si](C)(C)C,80.0
22534,CCOC(=O)c1cc(-c2ccnc(N)n2)n(COCC[Si](C)(C)C)c1-c1cc(Cl)ccc1C,O=C1CCC(=O)N1I,CCOC(=O)c1cc(-c2nc(N)ncc2I)n(COCC[Si](C)(C)C)c1-c1cc(Cl)ccc1C,79.3
22536,COC(=O)c1ccc2nc(Cl)c(N(C)C(C)C)nc2c1,OB(O)c1ccc2cn[nH]c2c1,COC(=O)c1ccc2nc(-c3ccc4cn[nH]c4c3)c(N(C)C(C)C)nc2c1,78.3
22537,CCN(C(C)C)C(C)C,COC(=O)c1ccc2[nH]c(=O)c(Cl)nc2c1,COC(=O)c1ccc2[nH]c(=O)c(N3CCC[C@@H]3C)nc2c1,35.9
22538,CCN(C(C)C)C(C)C,COC(=O)c1ccc2[nH]c(=O)c(Cl)nc2c1,COC(=O)c1ccc2[nH]c(=O)c(N(C)C3CC3)nc2c1,35.3
22543,CC[C@H](C)Nc1nc2cc(C(=O)OC)ccc2nc1-c1cc2cc(F)ccc2o1,CI,CC[C@H](C)N(C)c1nc2cc(C(=O)O)ccc2nc1-c1cc2cc(F)ccc2o1,27.0
22544,CCN(C(C)C)C(C)C,COC(=O)c1ccc2[nH]c(=O)c(Cl)nc2c1,COC(=O)c1ccc2[nH]c(=O)c(N3CCC[C@H]3C)nc2c1,72.0
22545,CCN(C(C)C)C(C)C,COC(=O)c1ccc2[nH]c(=O)c(Cl)nc2c1,COC(=O)c1ccc2[nH]c(=O)c(N(C)C3CC3)nc2c1,91.0
22546,CNc1ccc(Br)cc1N,O=N[O-],Cn1nnc2cc(Br)ccc21,33.7
22547,CC(C)(C)OC(=O)N1CCC(N)CC1,COC(=O)c1ccc2nc(-c3ccc(F)cc3)c(Cl)nc2c1,COC(=O)c1ccc2nc(-c3ccc(F)cc3)c(NC3CCN(C(=O)OC(C)(C)C)CC3)nc2c1,44.0
22550,COC(=O)c1ccc2nc(OS(=O)(=O)C(F)(F)F)c(N3CCCC[C@@H]3C)nc2c1,OB(O)c1ccc(F)cc1F,COC(=O)c1ccc2nc(-c3ccc(F)cc3F)c(N3CCCC[C@@H]3C)nc2c1,70.0
22551,CI,COC(=O)c1ccc2nc(-c3ccc(F)cc3)c(NCC(F)(F)F)nc2c1,CN(CC(F)(F)F)c1nc2cc(C(=O)O)ccc2nc1-c1ccc(F)cc1,20.2
22555,COC(=O)c1ccc2nc(-c3ccc(F)cc3)c(Cl)nc2c1,NC1CCC1,COC(=O)c1ccc2nc(-c3ccc(F)cc3)c(NC3CCC3)nc2c1,59.6
